,0
1659,RARS2
1660,ANKRD6
1661,MDN1
1662,CASP8AP2
1663,BACH2
1664,EPHA7
1665,KLHL32
1666,MMS22L
1667,PNISR
1668,USP45
1669,PREP
1670,PRDM1
1671,AIM1
1672,PDSS2
1673,SEC63
1674,LOC100996634
1675,MICAL1
1676,FIG4
1677,SLC22A16
1678,FAM26E
1679,FAM162B
1680,GPRC6A
1681,CEP85L
1682,SMPDL3A
1683,RNF217
1684,RNF146
1685,ECHDC1
1686,THEMIS
1687,LAMA2
1688,ARHGAP18
1689,SAMD3
1690,AKAP7
1691,MED23
1692,TAAR8
1693,TAAR6
1694,EYA4
1695,SGK1
1696,HBS1L
1697,KIAA1244
1698,REPS1
1699,UTRN
1700,FBXO30
1701,SHPRH
1702,GRM1
1703,ADGB
1704,TAB2
1705,LATS1
1706,RAET1E-AS1
1707,RAET1G
1708,RAET1L
1709,PLEKHG1
1710,AKAP12
1711,RMND1
1712,SYNE1
1713,EZR
1714,OSTCP1
1715,MRPL18
1716,PNLDC1
1717,SLC22A1
1718,SLC22A2
1719,LPA
1720,T
1721,FGFR1OP
1722,UNC93A
1723,KIF25
1724,FRMD1
1725,WDR27
1726,C6orf120
1727,FAM120B
1728,FAM20C
1729,CYP2W1
1730,UNCX
1731,MICALL2
1732,INTS1
1733,MAD1L1
1734,EIF3B
1735,TTYH3
1736,CARD11
1737,SDK1
1738,FOXK1
1739,TNRC18
1740,ACTB
1741,CCZ1
1742,ANKRD61
1743,EIF2AK1
1744,USP42
1745,CYTH3
1746,GRID2IP
1747,C7orf26
1748,ZNF316
1749,ZNF12
1750,CCZ1B
1751,COL28A1
1752,MIOS
1753,RPA3-AS1
1754,THSD7A
1755,VWDE
1756,BZW2
1757,SP8
1758,RPL23P8
1759,DNAH11
1760,CDCA7L
1761,RAPGEF5
1762,NPY
1763,OSBPL3
1764,NFE2L3
1765,HOXA-AS2
1766,HOXA3
1767,CHN2
1768,PLEKHA8
1769,GARS
1770,GHRHR
1771,ADCYAP1R1
1772,CCDC129
1773,PDE1C
1774,FKBP9
1775,EEPD1
1776,FAM183B
1777,C7orf25
1778,HECW1
1779,URGCP
1780,POLR2J4
1781,AEBP1
1782,NPC1L1
1783,OGDH
1784,ZMIZ2
1785,PPIA
1786,MYO1G
1787,NACAD
1788,TBRG4
1789,ADCY1
1790,PKD1L1
1791,SUN3
1792,ABCA13
1793,CDC14C
1794,FIGNL1
1795,GRB10
1796,COBL
1797,SUMF2
1798,LOC401357
1799,ZNF138
1800,ZNF273
1801,ERV3-1
1802,CALN1
1803,LOC100101148
1804,NCF1B
1805,NSUN5
1806,FKBP6
1807,TBL2
1808,MLXIPL
1809,DNAJC30
1810,WBSCR28
1811,CLIP2
1812,GTF2IRD1
1813,NCF1
1814,GATSL2
1815,NCF1C
1816,LOC541473
1817,HIP1
1818,CCL26
1819,TMEM120A
1820,MDH2
1821,HSPB1
1822,DTX2
1823,LOC102723555
1824,LOC100133091
1825,DTX2P1-UPK3BP1-PMS2P11
1826,PTPN12
1827,PHTF2
1828,MAGI2
1829,CACNA2D1
1830,SEMA3D
1831,KIAA1324L
1832,ABCB4
1833,ABCB1
1834,DBF4
1835,SRI
1836,STEAP2
1837,C7orf63
1838,GTPBP10
1839,AKAP9
1840,HEPACAM2
1841,CASD1
1842,ACN9
1843,LMTK2
1844,TECPR1
1845,NPTX2
1846,TRRAP
1847,ARPC1B
1848,ZSCAN25
1849,TRIM4
1850,GJC3
1851,AP4M1
1852,GAL3ST4
1853,GATS
1854,SPDYE3
1855,ZCWPW1
1856,AGFG2
1857,PCOLCE-AS1
1858,TFR2
1859,GIGYF1
1860,SLC12A9
1861,TRIP6
1862,SRRT
1863,MUC12
1864,TRIM56
1865,PLOD3
1866,COL26A1
1867,CUX1
1868,LRWD1
1869,RASA4B
1870,LOC101929837
1871,RASA4
1872,POLR2J2
1873,SLC26A5
1874,RELN
1875,ATXN7L1
1876,PIK3CG
1877,LAMB1
1878,DNAJB9
1879,LRRN3
1880,DOCK4
1881,IFRD1
1882,PPP1R3A
1883,MDFIC
1884,CTTNBP2
1885,KCND2
1886,TSPAN12
1887,ZNF800
1888,GCC1
1889,FSCN3
1890,PAX4
1891,LRRC4
1892,IMPDH1
1893,METTL2B
1894,CALU
1895,FLNC
1896,ATP6V1F
1897,SMO
1898,STRIP2
1899,CPA4
1900,COPG2
1901,MKLN1
1902,PLXNA4
1903,SLC13A4
1904,DGKI
1905,AKR1D1
1906,ATP6V0A4
1907,BRAF
1908,CLEC5A
1909,MGAM
1910,PRSS1
1911,PRSS2
1912,TRPV6
1913,KEL
1914,CLCN1
1915,LOC100507507
1916,ZYX
1917,FAM115C
1918,FAM115A
1919,OR2A5
1920,OR2A9P
1921,NOBOX
1922,CNTNAP2
1923,ZNF786
1924,ZNF425
1925,ZNF398
1926,ZNF783
1927,ZNF777
1928,KRBA1
1929,SSPO
1930,ACTR3C
1931,REPIN1
1932,AOC1
1933,NOS3
1934,SLC4A2
1935,FASTK
1936,AGAP3
1937,ASB10
1938,LOC102723607
1939,ABCF2
1940,CHPF2
1941,SMARCD3
1942,NUB1
1943,KMT2C
1944,DPP6
1945,DNAJB6
1946,PTPRN2
1947,NCAPG2
1948,CLN8
1949,KBTBD11
1950,MYOM2
1951,CSMD1
1952,XKR5
1953,USP17L4
1954,ZNF705G
1955,DEFB105B
1956,FAM90A10P
1957,DEFB105A
1958,SPAG11A
1959,FAM86B3P
1960,MFHAS1
1961,TNKS
1962,RP1L1
1963,MTMR9
1964,LOC101929290
1965,FAM167A
1966,GATA4
1967,FDFT1
1968,USP17L7
1969,USP17L2
1970,FAM86B1
1971,FAM86B2
1972,MSR1
1973,VPS37A
1974,MTUS1
1975,PCM1
1976,ASAH1
1977,SH2D4A
1978,INTS10
1979,FAM160B2
1980,HR
1981,REEP4
1982,POLR3D
1983,PIWIL2
1984,SLC39A14
1985,SORBS3
1986,CCAR2
1987,LOC389641
1988,SLC25A37
1989,ADRA1A
1990,SCARA3
1991,SCARA5
1992,NUGGC
1993,FBXO16
1994,RBPMS
1995,PURG
1996,ZNF703
1997,GPR124
1998,RAB11FIP1
1999,ADRB3
2000,BAG4
2001,PPAPDC1B
2002,WHSC1L1
2003,LETM2
2004,FGFR1
2005,TACC1
2006,PLEKHA2
2007,ADAM2
2008,AGPAT6
2009,ANK1
2010,KAT6A
2011,PLAT
2012,IKBKB
2013,SLC20A2
2014,CHRNA6
2015,SPIDR
2016,PRKDC
2017,MCM4
2018,EFCAB1
2019,PCMTD1
2020,ST18
2021,ATP6V1H
2022,MRPL15
2023,SOX17
2024,LOC100129098
2025,RP1
2026,SBF1P1
2027,NSMAF
2028,ASPH
2029,ARMC1
2030,PDE7A
2031,TRIM55
2032,PREX2
2033,SLCO5A1
2034,NCOA2
2035,MSC
2036,LOC100132891
2037,KCNB2
2038,UBE2W
2039,JPH1
2040,GDAP1
2041,ZFHX4
2042,ZC2HC1A
2043,ZBTB10
2044,ZNF704
2045,SLC7A13
2046,NECAB1
2047,RUNX1T1
2048,RBM12B
2049,CDH17
2050,KIAA1429
2051,NDUFAF6
2052,RGS22
2053,AZIN1
2054,EIF3E
2055,PKHD1L1
2056,EIF3H
2057,NOV
2058,DEPTOR
2059,COL14A1
2060,ZHX2
2061,TBC1D31
2062,KLHL38
2063,MTSS1
2064,KIAA0196
2065,OC90
2066,HHLA1
2067,TG
2068,WISP1
2069,ZFAT
2070,FAM135B
2071,DENND3
2072,MROH5
2073,TSNARE1
2074,BAI1
2075,JRK
2076,PSCA
2077,LYNX1
2078,LY6D
2079,CYP11B2
2080,LY6H
2081,ZNF696
2082,ZC3H3
2083,GSDMD
2084,MROH6
2085,EEF1D
2086,TIGD5
2087,TSTA3
2088,CCDC166
2089,MAPK15
2090,FAM83H
2091,SCRIB
2092,EPPK1
2093,PLEC
2094,PARP10
2095,SPATC1
2096,OPLAH
2097,GPAA1
2098,CYC1
2099,KIAA1875
2100,MROH1
2101,SCXB
2102,DGAT1
2103,SCRT1
2104,SLC52A2
2105,SLC39A4
2106,TONSL
2107,CYHR1
2108,KIFC2
2109,MFSD3
2110,RECQL4
2111,ARHGAP39
2112,RPL8
2113,ZNF252P-AS1
2114,CBWD1
2115,KANK1
2116,DMRT1
2117,SMARCA2
2118,SLC1A1
2119,KIAA1432
2120,IL33
2121,GLDC
2122,PTPRD
2123,CER1
2124,CCDC171
2125,ADAMTSL1
2126,MTAP
2127,ELAVL2
2128,LOC100506422
2129,LINGO2
2130,ACO1
2131,TAF1L
2132,AQP7
2133,NOL6
2134,ANKRD18B
2135,RP11-133O22.6
2136,PRSS3
2137,DCAF12
2138,NUDT2
2139,C9orf24
2140,CCL21
2141,FAM205A
2142,FAM205B
2143,DNAJB5
2144,C9orf131
2145,VCP
2146,PIGO
2147,STOML2
2148,FAM214B
2149,UNC13B
2150,RUSC2
2151,TESK1
2152,TLN1
2153,GBA2
2154,RGP1
2155,NPR2
2156,SPAG8
2157,HINT2
2158,RECK
2159,PAX5
2160,FRMPD1
2161,FAM220BP
2162,ANKRD18A
2163,SPATA31A1
2164,LOC102724655
2165,LOC102724580
2166,CBWD6
2167,SPATA31A6
2168,SPATA31A5
2169,LOC101927448
2170,SPATA31A7
2171,RP11-381O7.3
2172,CBWD5
2173,SPATA31A3
2174,CBWD3
2175,TMEM252
2176,PIP5K1B
2177,FXN
2178,KLF9
2179,CEP78
2180,TLE1
2181,SPATA31D1
2182,SPATA31B1
2183,FRMD3
2184,C9orf64
2185,NAA35
2186,ZCCHC6
2187,LOC494127
2188,SPATA31E1
2189,SPATA31C1
2190,SPATA31C2
2191,S1PR3
2192,SHC3
2193,SEMA4D
2194,SYK
2195,ROR2
2196,NOL8
2197,CENPP
2198,BICD2
2199,WNK2
2200,FAM120AOS
2201,FAM120A
2202,NUTM2F
2203,FBP2
2204,C9orf3
2205,FANCC
2206,PTCH1
2207,ZNF367
2208,HABP4
2209,CDC14B
2210,ZNF510
2211,NUTM2G
2212,LOC101926917
2213,TSTD2
2214,FOXE1
2215,TRIM14
2216,CORO2A
2217,ANKS6
2218,COL15A1
2219,ALDOB
2220,TMEM246
2221,SMC2
2222,ABCA1
2223,FKTN
2224,TMEM38B
2225,IKBKAP
2226,FRRS1L
2227,PTPN3
2228,KIAA0368
2229,ZNF483
2230,SUSD1
2231,FKBP15
2232,ALAD
2233,RGS3
2234,COL27A1
2235,ORM1
2236,ORM2
2237,AKNA
2238,DFNB31
2239,TNC
2240,PAPPA
2241,ASTN2
2242,CDK5RAP2
2243,PHF19
2244,C5
2245,CNTRL
2246,GSN
2247,STOM
2248,DAB2IP
2249,PTGS1
2250,OR1Q1
2251,GPR21
2252,STRBP
2253,CRB2
2254,DENND1A
2255,PSMB7
2256,WDR38
2257,RPL35
2258,ARPC5L
2259,GOLGA1
2260,ZBTB34
2261,RALGPS1
2262,LRSAM1
2263,FAM129B
2264,STXBP1
2265,C9orf117
2266,TOR2A
2267,SH2D3C
2268,AK1
2269,FAM102A
2270,C9orf16
2271,GOLGA2
2272,SLC27A4
2273,GLE1
2274,SPTAN1
2275,WDR34
2276,SET
2277,PKN3
2278,ZDHHC12
2279,TBC1D13
2280,LRRC8A
2281,NUP188
2282,SH3GLB2
2283,FAM73B
2284,DOLPP1
2285,CRAT
2286,PTGES
2287,USP20
2288,HMCN2
2289,ASS1
2290,FUBP3
2291,EXOSC2
2292,ABL1
2293,LAMC3
2294,PRRC2B
2295,POMT1
2296,MED27
2297,NTNG2
2298,C9orf171
2299,TSC1
2300,GFI1B
2301,GTF3C5
2302,LOC100996574
2303,RPL7A
2304,SURF4
2305,C9orf96
2306,REXO4
2307,ADAMTS13
2308,CACFD1
2309,TMEM8C
2310,ADAMTSL2
2311,DBH
2312,VAV2
2313,RXRA
2314,COL5A1
2315,FCN1
2316,PPP1R26
2317,CAMSAP1
2318,UBAC1
2319,QSOX2
2320,MGC50722
2321,GPSM1
2322,CARD9
2323,SDCCAG3
2324,SEC16A
2325,NOTCH1
2326,HCCAT4
2327,LCN8
2328,LCN15
2329,MAMDC4
2330,ABCA2
2331,SAPCD2
2332,MAN1B1
2333,NDOR1
2334,RNF224
2335,TUBB4B
2336,FAM166A
2337,LOC100129722
2338,EXD3
2339,NSMF
2340,PNPLA7
2341,EHMT1
2342,CACNA1B
2343,TUBBP5
2344,TUBB8
2345,DIP2C
2346,WDR37
2347,ADARB2
2348,PFKP
2349,PITRM1
2350,TUBAL3
2351,ANKRD16
2352,PFKFB3
2353,SFMBT2
2354,ITIH2
2355,TAF3
2356,USP6NL
2357,DHTKD1
2358,SEPHS1
2359,BEND7
2360,HSPA14
2361,ITGA8
2362,CUBN
2363,SLC39A12
2364,NSUN6
2365,MALRD1
2366,PLXDC2
2367,SKIDA1
2368,MLLT10
2369,PIP4K2A
2370,PTF1A
2371,C10orf67
2372,YME1L1
2373,MKX
2374,ARMC4
2375,KIAA1462
2376,ARHGAP12
2377,CUL2
2378,CREM
2379,FZD8
2380,LINC00999
2381,ZNF37BP
2382,RET
2383,RASSF4
2384,AGAP4
2385,MSMB
2386,AGAP7
2387,GPRIN2
2388,SYT15
2389,FAM35BP
2390,LOC101060581
2391,FRMPD2P1
2392,RBP3
2393,AGAP9
2394,FAM35DP
2395,ANXA8
2396,LOC102724488
2397,CTGLF12P
2398,FRMPD2
2399,C10orf128
2400,C10orf71
2401,ERCC6
2402,SLC18A3
2403,OGDHL
2404,PARG
2405,AGAP6
2406,SGMS1
2407,PCDH15
2408,FAM133CP
2409,ANK3
2410,EGR2
2411,NRBF2
2412,SIRT1
2413,DDX50
2414,DDX21
2415,HKDC1
2416,COL13A1
2417,EIF4EBP2
2418,PALD1
2419,ADAMTS14
2420,SGPL1
2421,SLC29A3
2422,CDH23
2423,ASCC1
2424,MICU1
2425,OIT3
2426,MSS51
2427,USP54
2428,AGAP5
2429,SEC24C
2430,FUT11
2431,ZSWIM8
2432,ZSWIM8-AS1
2433,NDST2
2434,VCL
2435,KCNMA1
2436,POLR3A
2437,SFTPA2
2438,SFTPA1
2439,NUTM2B
2440,TMEM254
2441,ANXA11
2442,FAM213A
2443,TSPAN14
2444,GRID1
2445,WAPAL
2446,OPN4
2447,BMPR1A
2448,MMRN2
2449,AGAP11
2450,FAM35A
2451,NUTM2A
2452,NUTM2D
2453,MINPP1
2454,LIPF
2455,IFIT1B
2456,IFIT1
2457,KIF20B
2458,HTR7
2459,BTAF1
2460,CYP26C1
2461,MYOF
2462,CEP55
2463,PIPSL
2464,PLCE1
2465,NOC3L
2466,TBC1D12
2467,C10orf129
2468,SORBS1
2469,BLNK
2470,PIK3AP1
2471,SLIT1
2472,RRP12
2473,ZDHHC16
2474,ANKRD2
2475,ZFYVE27
2476,CRTAC1
2477,PYROXD2
2478,SLC25A28
2479,COX15
2480,ABCC2
2481,DNMBP
2482,LOC101927371
2483,SNORA12
2484,SCD
2485,SEC31B
2486,SEMA4G
2487,C10orf2
2488,PDZD7
2489,HPS6
2490,PSD
2491,TMEM180
2492,ACTR1A
2493,SUFU
2494,INA
2495,PDCD11
2496,CALHM3
2497,NEURL1
2498,SH3PXD2A
2499,SLK
2500,COL17A1
2501,GSTO1
2502,ITPRIP
2503,SORCS1
2504,DUSP5
2505,SMC3
2506,RBM20
2507,ADRA2A
2508,ACSL5
2509,TCF7L2
2510,HABP2
2511,NRAP
2512,PLEKHS1
2513,SLC18A2
2514,FAM45A
2515,GRK5
2516,PPAPDC1A
2517,NSMCE4A
2518,TACC2
2519,PLEKHA1
2520,C10orf120
2521,PSTK
2522,GPR26
2523,CHST15
2524,LHPP
2525,CTBP2
2526,EDRF1
2527,UROS
2528,DHX32
2529,FANK1
2530,ADAM12
2531,DOCK1
2532,CLRN3
2533,PTPRE
2534,MKI67
2535,EBF3
2536,LINC00959
2537,TCERG1L
2538,DPYSL4
2539,PWWP2B
2540,TTC40
2541,GPR123
2542,KNDC1
2543,VENTX
2544,ADAM8
2545,TUBGCP2
2546,MTG1
2547,NLRP6
2548,RNH1
2549,C11orf35
2550,RASSF7
2551,PHRF1
2552,DEAF1
2553,PDDC1
2554,SLC25A22
2555,PIDD
2556,AP2A2
2557,MUC6
2558,MUC2
2559,MUC5AC
2560,MUC5B
2561,BRSK2
2562,IFITM10
2563,SYT8
2564,TNNI2
2565,LSP1
2566,TNNT3
2567,IGF2-AS
2568,TH
2569,LOC102724574
2570,KCNQ1
2571,OSBPL5
2572,ART1
2573,PGAP2
2574,STIM1
2575,TRIM21
2576,MMP26
2577,HBG2
2578,HBE1
2579,OR51M1
2580,UBQLN3
2581,OR52E6
2582,OR52E8
2583,OR52L1
2584,OR52W1
2585,SMPD1
2586,HPX
2587,TRIM3
2588,ARFIP2
2589,TIMM10B
2590,DNHD1
2591,DCHS1
2592,MRPL17
2593,OR6A2
2594,OR10A5
2595,SYT9
2596,PPFIBP2
2597,CYB5R2
2598,NLRP10
2599,TRIM66
2600,C11orf16
2601,SCUBE2
2602,KRT8P41
2603,DENND5A
2604,AMPD3
2605,USP47
2606,MICAL2
2607,ARNTL
2608,BTBD10
2609,FAR1
2610,RRAS2
2611,PLEKHA7
2612,ABCC8
2613,USH1C
2614,OTOG
2615,KCNC1
2616,HPS5
2617,GTF2H1
2618,IGSF22
2619,PTPN5
2620,MRGPRX1
2621,ZDHHC13
2622,E2F8
2623,NAV2
2624,SLC6A5
2625,ANO5
2626,FANCF
2627,GAS2
2628,BBOX1
2629,DCDC5
2630,PAX6
2631,CSTF3
2632,HIPK3
2633,KIAA1549L
2634,CAPRIN1
2635,NAT10
2636,LOC102723539
2637,SLC1A2
2638,PAMR1
2639,PRR5L
2640,RAG1
2641,TTC17
2642,ACCSL
2643,ACCS
2644,EXT2
2645,CD82
2646,PRDM11
2647,CRY2
2648,MAPK8IP1
2649,PEX16
2650,DGKZ
2651,LRP4
2652,ARFGAP2
2653,ACP2
2654,NR1H3
2655,MYBPC3
2656,AGBL2
2657,FNBP4
2658,OR5M10
2659,OR9G1
2660,APLNR
2661,TNKS1BP1
2662,SSRP1
2663,P2RX3
2664,PRG3
2665,SLC43A1
2666,TIMM10
2667,SMTNL1
2668,UBE2L6
2669,C11orf31
2670,BTBD18
2671,FAM111B
2672,DTX4
2673,MPEG1
2674,OR5AN1
2675,MS4A14
2676,MS4A10
2677,CCDC86
2678,ZP1
2679,PRPF19
2680,TMEM132A
2681,CD6
2682,CD5
2683,PGA3
2684,PGA4
2685,PGA5
2686,DDB1
2687,CYB561A3
2688,TMEM138
2689,PPP1R32
2690,SYT7
2691,DAGLA
2692,MYRF
2693,FADS1
2694,RAB3IL1
2695,INCENP
2696,SCGB2A1
2697,SCGB1A1
2698,AHNAK
2699,TUT1
2700,MTA2
2701,B3GAT3
2702,GANAB
2703,INTS5
2704,TMEM179B
2705,SLC22A25
2706,SLC22A10
2707,SLC22A9
2708,LGALS12
2709,HRASLS2
2710,COX8A
2711,OTUB1
2712,MACROD1
2713,STIP1
2714,TRPT1
2715,PPP1R14B
2716,PLCB3
2717,BAD
2718,GPR137
2719,KCNK4
2720,CCDC88B
2721,NRXN2
2722,PYGM
2723,MAP4K2
2724,MEN1
2725,ATG2A
2726,C11orf85
2727,ARL2-SNX15
2728,CDCA5
2729,ZFPL1
2730,SYVN1
2731,SLC25A45
2732,SCYL1
2733,EHBP1L1
2734,MAP3K11
2735,PCNXL3
2736,SIPA1
2737,KAT5
2738,SNX32
2739,CFL1
2740,MUS81
2741,FIBP
2742,DRAP1
2743,CATSPER1
2744,PACS1
2745,YIF1A
2746,RIN1
2747,SLC29A2
2748,NPAS4
2749,PELI3
2750,DPP3
2751,ACTN3
2752,SPTBN2
2753,PC
2754,KDM2A
2755,ANKRD13D
2756,SSH3
2757,CARNS1
2758,RPS6KB2
2759,TMEM134
2760,PITPNM1
2761,GSTP1
2762,ALDH3B2
2763,FAM86C2P
2764,ALDH3B1
2765,NDUFS8
2766,TCIRG1
2767,CHKA
2768,SUV420H1
2769,C11orf24
2770,IGHMBP2
2771,FGF3
2772,ANO1
2773,PPFIA1
2774,CTTN
2775,SHANK2
2776,ALG1L9P
2777,FAM86C1
2778,RNF121
2779,IL18BP
2780,NUMA1
2781,LAMTOR1
2782,ANAPC15
2783,LRTOMT
2784,CLPB
2785,PDE2A
2786,ARAP1
2787,STARD10
2788,P2RY2
2789,ARHGEF17
2790,RELT
2791,UCP3
2792,P4HA3
2793,RNF169
2794,XRRA1
2795,ARRB1
2796,KLHL35
2797,TSKU
2798,B3GNT6
2799,MYO7A
2800,GDPD4
2801,KCTD21
2802,USP35
2803,TENM4
2804,PCF11
2805,DLG2
2806,CREBZF
2807,CCDC89
2808,SYTL2
2809,ME3
2810,GRM5
2811,UBTFL1
2812,FAT3
2813,SLC36A4
2814,VSTM5
2815,HEPHL1
2816,PANX1
2817,FOLR4
2818,GPR83
2819,PIWIL4
2820,AMOTL1
2821,KDM4D
2822,MTMR2
2823,MAML2
2824,MMP20
2825,MMP1
2826,MMP13
2827,DYNC2H1
2828,CARD17
2829,GRIA4
2830,GUCY1A2
2831,ATM
2832,DDX10
2833,LAYN
2834,ALG9
2835,DIXDC1
2836,DLAT
2837,NCAM1
2838,TMPRSS5
2839,ZW10
2840,ZBTB16
2841,REXO2
2842,LINC00900
2843,BUD13
2844,ZNF259
2845,SIK3
2846,RNF214
2847,BACE1
2848,CEP164
2849,TMPRSS4-AS1
2850,TMPRSS4
2851,AMICA1
2852,CD3E
2853,CD3D
2854,ATP5L
2855,PHLDB1
2856,FOXR1
2857,CCDC84
2858,TRAPPC4
2859,HYOU1
2860,VPS11
2861,C2CD2L
2862,HINFP
2863,PDZD3
2864,CCDC153
2865,MCAM
2866,RNF26
2867,USP2
2868,PVRL1
2869,TRIM29
2870,ARHGEF12
2871,GRIK4
2872,SORL1
2873,CRTAM
2874,BSX
2875,GRAMD1B
2876,SCN3B
2877,MSANTD2
2878,ROBO3
2879,ROBO4
2880,HEPACAM
2881,SLC37A2
2882,FEZ1
2883,SRPR
2884,TIRAP
2885,FLI1
2886,ARHGAP32
2887,NFRKB
2888,PRDM10
2889,SNX19
2890,VPS26B
2891,ACAD8
2892,GLB1L3
2893,IQSEC3
2894,SLC6A12
2895,KDM5A
2896,RAD52
2897,LRTM2
2898,CACNA2D4
2899,CACNA1C
2900,FKBP4
2901,ITFG2
2902,FOXM1
2903,TEAD4
2904,C12orf4
2905,DYRK4
2906,AKAP3
2907,KCNA5
2908,ANO2
2909,VWF
2910,PLEKHG6
2911,TNFRSF1A
2912,SCNN1A
2913,ZNF384
2914,PIANP
2915,CD4
2916,GPR162
2917,GNB3
2918,USP5
2919,ATN1
2920,SCARNA12
2921,C1S
2922,CLSTN3
2923,PEX5
2924,FAM86FP
2925,AICDA
2926,RIMKLB
2927,A2ML1
2928,PHC1
2929,LOC642846
2930,DDX12P
2931,CLEC7A
2932,PRB3
2933,ETV6
2934,BCL2L14
2935,HTR7P1
2936,KIAA1467
2937,GRIN2B
2938,ATF7IP
2939,ART4
2940,PIK3C2G
2941,PLCZ1
2942,GYS2
2943,C2CD5
2944,BHLHE41
2945,ITPR2
2946,TM7SF3
2947,PPFIBP1
2948,OVCH1
2949,OVOS2
2950,ABCD2
2951,MUC19
2952,PDZRN4
2953,TMEM117
2954,PLEKHA8P1
2955,AMIGO2
2956,HDAC7
2957,COL2A1
2958,SENP1
2959,ASB8
2960,H1FNT
2961,OR8S1
2962,ADCY6
2963,RND1
2964,CCDC65
2965,FKBP11
2966,WNT10B
2967,DDN
2968,KMT2D
2969,LMBR1L
2970,TUBA1A
2971,TUBA1C
2972,SPATS2
2973,MCRS1
2974,PRPF40B
2975,BCDIN3D
2976,SMARCD1
2977,FAM186A
2978,METTL7A
2979,LETMD1
2980,CSRNP2
2981,POU6F1
2982,SLC4A8
2983,SCN8A
2984,ANKRD33
2985,GRASP
2986,NR4A1
2987,KRT73
2988,KRT79
2989,KRT8
2990,IGFBP6
2991,CSAD
2992,ITGB7
2993,RARG
2994,ESPL1
2995,AAAS
2996,SP1
2997,AMHR2
2998,MAP3K12
2999,NPFF
3000,NFE2
3001,GPR84
3002,ITGA5
3003,NCKAP1L
3004,PDE1B
3005,PPP1R1A
3006,OR10P1
3007,ITGA7
3008,RAB5B
3009,SUOX
3010,IKZF4
3011,ERBB3
3012,ESYT1
3013,MYL6
3014,SMARCC2
3015,NABP2
3016,SLC39A5
3017,CS
3018,PAN2
3019,STAT2
3020,GLS2
3021,BAZ2A
3022,ATP5B
3023,RDH16
3024,GPR182
3025,NAB2
3026,STAT6
3027,LRP1
3028,INHBC
3029,MBD6
3030,KIF5A
3031,PIP4K2C
3032,ARHGEF25
3033,LOC101927583
3034,SLC26A10
3035,B4GALNT1
3036,AGAP2
3037,CDK4
3038,MARCH9
3039,METTL1
3040,METTL21B
3041,TSFM
3042,AVIL
3043,CTDSP2
3044,USP15
3045,PPM1H
3046,DPY19L2
3047,SRGAP1
3048,XPOT
3049,TBC1D30
3050,LOC100129940
3051,IRAK3
3052,CAND1
3053,LRRC10
3054,MYRFL
3055,KCNC2
3056,GLIPR1
3057,NAV3
3058,PPFIA2
3059,TMTC3
3060,CRADD
3061,TMCC3
3062,AMDHD1
3063,APAF1
3064,ANO4
3065,ARL1
3066,SYCP3
3067,GNPTAB
3068,CCDC53
3069,PAH
3070,STAB2
3071,NT5DC3
3072,BTBD11
3073,WSCD2
3074,SSH1
3075,ACACB
3076,FOXN4
3077,KCTD10
3078,UBE3B
3079,FAM222A
3080,TRPV4
3081,ANAPC7
3082,FAM216A
3083,CUX2
3084,ALDH2
3085,NAA25
3086,HECTD4
3087,RPH3A
3088,OAS2
3089,DTX1
3090,RASAL1
3091,DDX54
3092,SLC8B1
3093,PLBD2
3094,LHX5
3095,RBM19
3096,FBXW8
3097,NOS1
3098,KSR2
3099,VSIG10
3100,SRRM4
3101,TMEM233
3102,CIT
3103,RAB35
3104,GCN1L1
3105,PXN
3106,ACADS
3107,HNF1A
3108,OASL
3109,P2RX4
3110,ANAPC5
3111,KDM2B
3112,ORAI1
3113,WDR66
3114,MLXIP
3115,CLIP1
3116,ZCCHC8
3117,KNTC1
3118,HIP1R
3119,ABCB9
3120,OGFOD2
3121,ARL6IP4
3122,PITPNM2
3123,CDK2AP1
3124,SBNO1
3125,SNRNP35
3126,TCTN2
3127,ATP6V0A2
3128,DNAH10
3129,NCOR2
3130,DHX37
3131,GLT1D1
3132,PIWIL1
3133,RIMBP2
3134,LOC102724010
3135,ULK1
3136,GALNT9
3137,LOC101928629
3138,FBRSL1
3139,POLE
3140,CHFR
3141,ZNF140
3142,XPO4
3143,BASP1P1
3144,SGCG
3145,SACS
3146,C1QTNF9
3147,PARP4
3148,ATP12A
3149,RNF17
3150,GTF3A
3151,PDX1
3152,CDX2
3153,FLT1
3154,SLC46A3
3155,HMGB1
3156,USPL1
3157,BRCA2
3158,N4BP2L1
3159,SPG20
3160,ALG5
3161,SUPT20H
3162,POSTN
3163,TRPC4
3164,FREM2
3165,PROSER1
3166,VWA8
3167,DGKH
3168,EPSTI1
3169,TPT1
3170,SLC25A30
3171,FAM194B
3172,KPNA3
3173,ATP7B
3174,UTP14C
3175,NEK5
3176,CKAP2
3177,SUGT1
3178,PRR20B
3179,DIS3
3180,LMO7
3181,IRG1
3182,CLN5
3183,SPRY2
3184,GPC6
3185,SOX21-AS1
3186,ABCC4
3187,TMTC4
3188,CCDC168
3189,KDELC1
3190,TNFSF13B
3191,IRS2
3192,COL4A1
3193,CARKD
3194,CARS2
3195,ARHGEF7
3196,SPACA7
3197,MCF2L
3198,PCID2
3199,LOC101928841
3200,ADPRHL1
3201,TFDP1
3202,ATP4B
3203,GRK1
3204,TMEM255B
3205,GAS6-AS1
3206,UPF3A
